序号,上级评论ID,评论ID,用户ID,用户名,用户等级,性别,评论内容,评论时间,回复数,点赞数,个性签名,IP属地,是否是大会员,头像
276,0,291996389249,3493135000800090,小伊诺-院长,5,保密,在互联网可以见到各种各样的人[脸红],2026-03-03 14:28:53,0,47,,浙江,否,https://i0.hdslb.com/bfs/face/055d1e948c12bce36c4040d1286041872c160c89.jpg
277,0,292296140897,493293861,Y神uzk,4,保密,很有干货啊，up夯爆了,2026-03-06 15:42:38,0,4,,广东,否,https://i0.hdslb.com/bfs/face/member/noface.jpg
278,0,294041398400,432356540,不可能堕落de,5,男,问问主包实习什么岗位,2026-03-01 09:30:38,0,6,不再低调,陕西,否,https://i2.hdslb.com/bfs/face/cf5c686435086ae38538a30d331855374bd7b42e.jpg
279,0,294822351424,485722701,Celin7,5,女,UP主加油！看好你噢~,2026-03-08 03:27:43,0,3,,未知,否,https://i0.hdslb.com/bfs/face/0585138ab7f18155d356281d24c1e80e40b94c61.jpg
280,0,291921751937,351499497,三更烟火四更衣,6,男,赞一个很贴合实际的吐槽[笑哭],2026-03-03 02:38:54,0,6,追逐了那么久的太阳，却忘了月亮也是独一无二,河南,否,https://i0.hdslb.com/bfs/face/adb1acfa5d45d72a2acc40e7011d2f7f17a7f3c2.jpg
281,0,292333978817,42463169,我手滑了v,6,保密,摸高投篮，那不就是25年暑期实习吗[doge_金箍],2026-03-07 03:59:39,0,4,噗嗤噗嗤,陕西,否,https://i2.hdslb.com/bfs/face/38f6605f1594facd8febe0873295220fa0b77f7e.jpg
282,0,296496739120,177850043,Nowsspring,6,保密,@JustinPiber@江畔柳前堤FQ@FU1111111123@Vincent搁浅@Laurent7777,2026-03-24 03:10:06,2,0,小人鱼把阳光抹成眼影，投入泡沫的怀抱,广东,是,https://i2.hdslb.com/bfs/face/4127e11f976ceff5ae049b52385bdda5b2cfc2d4.jpg
283,296496739120,293998796289,356726885,江畔柳前堤FQ,6,女,能去这几个公司实习已经不简单了,2026-03-24 03:26:23,0,0,,广东,是,https://i2.hdslb.com/bfs/face/4aaf1759fb179a92c9546200d1e7da7e9963f4cc.jpg
284,296496739120,296500180304,391605925,FU1111111123,5,保密,播了一半我才意识到你用的是ppt,2026-03-24 03:52:18,0,0,,广东,否,https://i1.hdslb.com/bfs/face/9808a6365ddbcbdb4b32971d3a4af307cae48c63.jpg
285,0,293954020560,697239035,小星兴,5,女,我趣，大佬[星星眼],2026-02-28 15:07:03,0,8,永远相信美好的事情即将发生,广东,否,https://i2.hdslb.com/bfs/face/c4b1c6ebcde816d00046bc5200e237dc785ce1e1.jpg
286,0,291678683249,1259715493,振风也是新手,5,男,这么厉害 能进这几家公司,2026-03-01 00:06:40,0,7,快来关注振风,安徽,否,https://i1.hdslb.com/bfs/face/8c6594273583e50672d4c85f24a075d90a1025b5.jpg
287,0,292011235041,13376077,蓝天地韵,6,男,好厉害[笑哭],2026-03-03 16:53:37,0,5,……,福建,否,https://i1.hdslb.com/bfs/face/20d6221021e8cb4a86847e4a3ba53ff31b9b1d55.jpg
288,0,292339795617,5507563,HavocLx,6,男,羡慕[委屈],2026-03-07 04:55:52,0,1,家境贫寒,山东,否,http://i1.hdslb.com/bfs/face/5d1c3bbd9518c87fd55e5e9ad8dbcb9be31e1262.jpg
289,0,291910999601,16595396,snowyunyu,6,男,中科什么水平,2026-03-03 00:04:24,0,2,cinderella,澳大利亚,是,https://i2.hdslb.com/bfs/face/1b38bbb3c54950333a3aa41479ae3822e04be6dd.jpg
290,0,294237167104,3690975377492544,暂时使用996,3,保密,不简单啊[doge],2026-03-02 23:51:12,0,3,,江苏,否,https://i0.hdslb.com/bfs/face/member/noface.jpg
291,0,294231411152,178731637,我是渣渣渣晖,6,保密,太强了,2026-03-02 21:09:04,0,2,这个人是条懒狗，什么都没有留下,江西,是,https://i1.hdslb.com/bfs/face/a81f2d71fecc00742bafa0111adb78658f0faf9c.jpg
292,0,291881615873,242162555,小咖啡23,6,保密,up是啥岗位啊,2026-03-02 14:41:02,0,3,,新加坡,否,https://i2.hdslb.com/bfs/face/1eeb830e0c13ac5564beaa9401bdf3fdf35fcb5c.jpg
293,0,294196973344,1611543916,路过强势围观,3,保密,我去，大佬,2026-03-02 14:13:38,0,3,,湖北,否,https://i0.hdslb.com/bfs/face/member/noface.jpg
294,0,291902909041,37153597,不是水怪,6,男,@不是rxy啊,2026-03-02 18:52:03,1,2,边ka边想,安徽,否,https://i1.hdslb.com/bfs/face/8bbb33b3570aa1647e119bd8762d5c911af2f6c5.jpg
295,291902909041,291911145713,497299760,不是rxy啊,6,男,苹果公司，苹果人,2026-03-03 00:05:34,0,0,,安徽,是,https://i2.hdslb.com/bfs/face/56da851b813ef597f0a336f70717407a287976b8.jpg
296,0,295051809472,18171310,丨遥彼方丨,6,男,@鸡腻肽霉@二9C@海绵宝宝maps,2026-03-10 09:09:32,0,1,Tobeaknightistobethenoblelightthatilluminatestheland,山东,否,https://i1.hdslb.com/bfs/face/dca6776eccdd0c7d96789c56ad336bdaa0682086.jpg
297,0,294216595152,7331338,枫希叶洛,6,保密,UP主加油！看好你噢~,2026-03-02 16:49:44,0,1,,未知,否,https://i1.hdslb.com/bfs/face/c95deea00d229224deb8be2406bfbd547e226018.jpg
298,0,292664016049,948468,六世壊他化自在天,6,保密,哥们你是真顶,2026-03-10 10:29:22,0,4,得鹿者梦鱼 得鱼者慕麋,河南,是,https://i0.hdslb.com/bfs/face/7d1510635799c579184547ef5b7ab48e5a4269d5.jpg
299,0,291737158689,509700573,私の一生不变の信仰,5,保密,啥部门啊,2026-03-01 10:03:38,0,0,好好学习，天天向上！,广东,否,https://i0.hdslb.com/bfs/face/84b13711a2542dd1112e442f5c0169c9f2802aaf.jpg
300,0,296343167792,23276026,田鸡小盆友,6,保密,看到了吗，IEG工作室的黑奴累死累活加班，就是为了让这些beyond哥们5点下班狠狠享受的。也不知道做出来了啥，llm拉完了，短视频做不明白，倒是阳光腾讯一个接一个的上[星瞳·动态表情包_大头大眼][星瞳·动态表情包_大头大眼],2026-03-22 12:32:49,1,5,小魔星也是小星星！,四川,是,https://i1.hdslb.com/bfs/face/e6536fa516333d8050cefc4778dfd96477ca1194.jpg
301,296343167792,294106066209,286246782,穗乃妮可果,6,女,IEG 典中典项目堆量就开始 10106 强度嗯造啊，临着大版本测试或者上线更是,2026-03-25 05:22:16,0,1,,广东,是,https://i0.hdslb.com/bfs/face/f477d2de0896428d4b539c9ac8e6b9e40c975e0d.jpg
302,0,296557837376,12918800,黑加仑不吃醋,6,男,哥们不对劲吧，我当时进腾讯的时候 还是个社招一线岗，都要培训两周， 被带训一周，还有班主任，别闹了，你不会连开机需要录屏都不知道吧,2026-03-24 14:25:03,0,0,,上海,是,https://i2.hdslb.com/bfs/face/2ed4f5b359ee978eb6be433b565949fe5bfd6559.jpg
303,0,292671213249,4380672,戴眼镜的小跳蛙,6,男,拿苹果比来比去当心被封,2026-03-10 11:46:50,0,4,是这么着还是那么着,广东,是,https://i0.hdslb.com/bfs/face/8a362bf4f4776d68c9df804cc231b4101145a32f.jpg
304,0,294191124000,1491172110,区区陨石而已,5,男,你的声音好像无我啊,2026-03-02 13:29:28,2,2,,福建,是,https://i0.hdslb.com/bfs/face/3128992669fb5df1b32a3494df9e3a8c7f38657f.jpg
305,294191124000,294608175648,100029646,Starry瑞瑞要上进,6,保密,曹美吗？,2026-03-06 06:39:07,0,0,欲买桂花同载酒丨ENFP丨Game,浙江,是,https://i1.hdslb.com/bfs/face/83e72bbd1df69cf84368ba05fb89186cc475564f.jpg
306,294608175648,294665003776,1491172110,区区陨石而已,5,男,回复 @Starry瑞瑞要上进 :对,2026-03-06 15:46:03,0,0,,福建,是,https://i0.hdslb.com/bfs/face/3128992669fb5df1b32a3494df9e3a8c7f38657f.jpg
307,0,296364423936,3690971176896640,实测对比官,3,保密,视频的画面制作很用心，画质清晰，素材搭配合理，让内容更生动，很吸引人。?,2026-03-22 15:53:59,0,0,,青海,否,https://i1.hdslb.com/bfs/face/bdf4b65b49fe0d2683e88a14cc5e1b8da56d518d.jpg
308,0,293148787601,442631993,挥风招月来,6,男,神秘pptv制作视频,2026-03-15 09:25:36,0,1,望舒,江苏,是,https://i2.hdslb.com/bfs/face/7ccdd5c59b752d5952c559be3d82beb3293f3e57.jpg
309,0,294146625136,274316711,真的很不搭,6,保密,UP主加油！看好你噢~,2026-03-02 07:08:45,0,1,德丽莎世界第一可爱,未知,否,https://i2.hdslb.com/bfs/face/e3751e52ac805036d12721c3fad10e30efce4143.jpg
310,0,293963592048,52820726,Casanoooo,6,男,太强了,2026-02-28 16:31:23,0,0,Trading&Tech,广东,是,https://i2.hdslb.com/bfs/face/95f780de2d509aad3b8e474502b5865cb16a68d0.jpg
