序号,上级评论ID,评论ID,用户ID,用户名,用户等级,性别,评论内容,评论时间,回复数,点赞数,个性签名,IP属地,是否是大会员,头像,ai_prob,human_prob,conclusion
1375,294212467265,296733934064,412501602,奇葩君是个奇葩,5,保密,回复 @HaneokaMeimi929 :这么多人给他说，他都听不明白，脑子一根筋，卷有卷死的，笨有笨死的，我真服了[辣眼睛],2026-03-26 09:16:13,0,1,本人学生党 祖安脾气 惹到你了 请当我是个奇葩 现玩第五人格 牛仔信仰 不喜勿喷,湖南,否,http://i0.hdslb.com/bfs/face/5470c8a17baacd6e7e2030167436126e25ec326b.jpg,0.03206662833690643,0.9679333567619324,人类撰写
1376,296713217248,296735738576,504361643,行衣_,5,保密,回复 @桃衣舞 :真不算内卷卷死的，纯是他自己俺寻思之力犯了，休息五六个小时喝冰水还吃外卖重油盐还跑步，这种不健康的生活方式他自己还觉得很正常很健康的思想害了他，你真卷起来一旦要出问题你的身体会有反应的，比如心悸，心脏疼这种，身体会警告你的，这种突然性的猝死就纯是生活方式害了他,2026-03-26 09:36:03,0,0,,山东,否,https://i2.hdslb.com/bfs/face/bbc827689911de9725a38a5b15f2eec992ea45b4.webp,0.0134185291826725,0.9865814447402954,人类撰写
1377,294201670849,294221060417,111055,静静地养老,6,保密,回复 @ainnse :你觉得一个人可以在卷的同时保持科学健康的作息是吧。,2026-03-26 09:42:24,0,1,愿天堂开满紫罗兰,福建,是,https://i1.hdslb.com/bfs/face/1dd26472810cfdba51e137bc15b80aa0461cdbc7.gif,0.021057453006505966,0.9789425730705261,人类撰写
1378,294197100401,294221857809,392470493,离谱的煌西,5,男,就是卷的，太拼了，都当老板了还是几乎全年无休的干,2026-03-26 09:51:09,0,0,神金，害我笑了一下,湖南,是,https://i2.hdslb.com/bfs/face/2dc40aaf9417dd7f886333c047c72d49fbe3bbbf.jpg,0.018215827643871307,0.9817841053009033,人类撰写
1379,296713217248,296737554352,361785525,有米_鸡自来,6,男,回复 @桃衣舞 :普通人的猝死才是内卷,2026-03-26 09:54:25,0,0,,河北,否,https://i0.hdslb.com/bfs/face/bbb5574606769f9444357b5bc6d79dc42382580c.jpg,0.03857114166021347,0.9614288210868835,人类撰写
1380,294201332401,296738484800,398665129,御景墨白,5,女,回复 @ainnse :他什么时候觉得自己的作息很正常了，他一早就说一个人要是过得很轻松很舒服，一定是有人在背负，在他们家他就是这个人，他自己都说自己其实很累很累,2026-03-26 10:03:25,0,1,啦啦啦,陕西,是,https://i1.hdslb.com/bfs/face/57cc4e84f0f9f8458d8439ae6104c6e8dff9a3fb.jpg,0.0275917686522007,0.9724082350730896,人类撰写
1381,294197100401,296738576144,296404533,霁色茏葱,6,保密,你都接近十个亿的身家了，还天天只睡五个小时吃外卖,2026-03-26 10:04:23,0,0,哒哒哒～,山东,是,https://i0.hdslb.com/bfs/face/c3cedc966fab2ddecf9338f19cff45c1dca45a61.jpg,0.021244635805487633,0.9787553548812866,人类撰写
1382,294210181505,296739180592,363630934,金村Alex,6,男,回复 @阿玛戴欧 :说白了寒门不就是这样 你根本没有富豪的涵养 在你能够不断前进的情况下正常人都不会选择停下来 因为你不知道停下来会发生什么 也没有人能够给你兜底 几个亿说着多 但是对几百人的公司来说要断资金链又不是很难的事 更何况他那个公司全靠他个人支撑 说他是老板不如说他是走到顶的销售,2026-03-26 10:12:10,0,0,KTBFFH！,福建,否,https://i1.hdslb.com/bfs/face/0a329547941d58dc4d6abd0103d0bb5bd2260647.jpg,0.02449195459485054,0.9755080342292786,人类撰写
1383,296737554352,296739561328,3028101,桃衣舞,6,保密,回复 @有米_鸡自来 :他也算知行合一  劝别人卷自己也在卷   毕竟他是底层卷起来的认为这样才是正确的  结果结局让人唏嘘,2026-03-26 10:15:30,0,0,现在互联网环境  屁股决定脑袋  立场决定一切 别指望能互相理解 AC站低龄化严重,海南,否,https://i0.hdslb.com/bfs/face/8b3fdcbe5453afbbfaa33e34e255fb90021aebb5.jpg,0.032502543181180954,0.9674974083900452,人类撰写
1384,296713217248,296740560192,3546945515686139,Io史密斯专员,3,保密,回复 @桃衣舞 :他自己就是老板给你女儿留5亿欲望太盛,2026-03-26 10:24:19,0,0,,广东,否,https://i2.hdslb.com/bfs/face/27b91ab558319d287495eb1b96b7af9dbfe0ed95.jpg,0.052815694361925125,0.9471843242645264,人类撰写
1385,294200926705,294225046033,700002482,零散的星空-,5,保密,回复 @ainnse :那可以天天睡八九个小时啊，周末放假，外加不用天天出差在家煮饭不就不用吃外卖了吗，不内卷全部都不会发生,2026-03-26 10:26:02,0,0,,广东,否,http://i0.hdslb.com/bfs/face/member/noface.jpg,0.017851145938038826,0.9821488261222839,人类撰写
1386,294200926705,296740860160,3723246,踏踏西,6,保密,回复 @ainnse :你毕业没,2026-03-26 10:28:31,0,0,,辽宁,是,https://i0.hdslb.com/bfs/face/b89bab9fecb62e67ba83356ff1b565f913eab3df.jpg,0.06072404980659485,0.9392759799957275,人类撰写
1387,294197100401,296741282224,1273969615,花开满原,5,保密,好吧，其实是正常生活突然猝死的,2026-03-26 10:31:35,0,0,,河北,否,https://i1.hdslb.com/bfs/face/e2c7980bd69bf4a6c05079a860eaa2e0ad1cce77.jpg,0.06335200369358063,0.9366479516029358,人类撰写
1388,294197100401,294225773121,501408698,哇哈大怒,6,男,这人不就是内卷的极致拥趸吗？结果自己被卷死了，也是属于黑色幽默了。,2026-03-26 10:33:56,0,1,,青海,是,https://i2.hdslb.com/bfs/face/badeac5e03e0776c2deb0ddc9a2acc55d6ac02e1.jpg,0.051192548125982285,0.9488074779510498,人类撰写
1389,294197100401,294226278417,96426967,Arsenal2011,6,保密,不要骗自己了，你想当卷b你就去当，卷到猝死也没人知道,2026-03-26 10:39:45,0,0,,上海,否,https://i1.hdslb.com/bfs/face/de63e2a2f65d1f409e350b875237cc848165cf5c.jpg,0.01776394061744213,0.9822360277175903,人类撰写
1390,294197100401,294226238961,1209681498,黄泉家的饭,6,保密,他是累死的，直播完了夜跑猝死了,2026-03-26 10:39:58,0,0,牢弟,内蒙古,是,https://i0.hdslb.com/bfs/face/53eb346457e46e8e68dfcc6a7994c3ee4da1bf5d.jpg,0.03377090394496918,0.9662291407585144,人类撰写
1391,294197100401,294226289761,485661567,亿凿混沌開寶光紫雾莱,6,女,他就是累死的,2026-03-26 10:40:07,0,0,,广东,是,https://i0.hdslb.com/bfs/face/fb79103e8b33547023e2010030b6889bba2b49bf.jpg,0.03859972953796387,0.9614003300666809,人类撰写
1392,294201670849,296742691472,479589333,飞凡家居馆,5,保密,回复 @ainnse :他为什么不睡12小时？他就是内卷上班，所以导致自己没有时间睡觉，只能吃外卖。就跟你为什么不好好读书，考清华一样是不想吗？,2026-03-26 10:45:58,0,0,,江苏,否,https://i0.hdslb.com/bfs/face/e9790cd2c5c5f29f113b8691e0ec05dd058c261e.jpg,0.018662191927433014,0.9813377857208252,人类撰写
1393,294197100401,294227136401,1452091382,亡玺,5,保密,"工作导致的作息不规律，饮食不规律。
他以为跑步可以让自己健康，但是实际上让心脏负担不起。
根本原因是拼命工作内卷（导致的不科学作息）
主要原因是不科学的作息和自认为的科学运动。
直接原因是自己过度疲劳还要去跑步。",2026-03-26 10:48:17,0,0,,江西,否,https://i2.hdslb.com/bfs/face/c0bed1efcdb1a0dbbe8ee10ef7f1a5c9b7c000f1.jpg,0.018304388970136642,0.9816956520080566,人类撰写
1394,294200926705,294227141265,496272085,扭扭捏捏过,4,保密,回复 @ainnse :你也是个人物，睡五六个小时+吃外卖不是卷是吧[笑哭]，是不是睡两三个小时在你看来才是卷,2026-03-26 10:48:26,0,0,,宁夏,否,https://i1.hdslb.com/bfs/face/e909a668b36be05dc508326f90a0af23562aaf2b.jpg,0.02290000021457672,0.9771000146865845,人类撰写
1395,294200926705,294227039777,384734798,杰大迦,6,男,回复 @ainnse :“他觉得”和“他实际”是两码事知道吗？每天睡 5 到 6 小时，跑完步，喝冰水，这种作息本来就是不健康的，他觉得健康有什么用？再说了，一天 24 小时把做这些事的时间去掉了那剩下的时间用来干嘛？不是内卷的话跟你一样玩手机玩到死吗？,2026-03-26 10:48:31,0,1,,广东,是,https://i2.hdslb.com/bfs/face/b438fb3da4f7e7ce3b0e342b9cbd9e1d9f0e92d3.jpg,0.020310280844569206,0.9796897172927856,人类撰写
1396,294227039777,294227185985,1750598955,ainnse,5,保密,回复 @杰大迦 :作死就是他自己,2026-03-26 10:49:52,0,0,,江苏,是,https://i0.hdslb.com/bfs/face/5be363fd6d8a6b6a71255e60624e107bebb7e021.jpg,0.040090128779411316,0.9599098563194275,人类撰写
1397,294197100401,296743359824,352029904,JXA__,6,男,那跟什么有关？美国打伊朗？,2026-03-26 10:53:29,0,0,,广东,否,https://i1.hdslb.com/bfs/face/fe0473fbe52067636cea4ad2ef736f9d072bb117.jpg,0.027916602790355682,0.9720833897590637,人类撰写
1398,294201545185,294235383105,21131265,帆旅,6,保密,回复 @ainnse :只是“他觉的健康”，但这生活方式一点也不健康呀，客观上讲他不就是高强度累死的,2026-03-26 12:15:34,0,0,希望所有人都能收获自己的快乐,山西,否,https://i0.hdslb.com/bfs/face/8225e4cf16556db707a7e4df79e53995843363dc.jpg,0.01967061124742031,0.9803293943405151,人类撰写
1399,0,294194530785,293608469,加一不减二-,6,男,@蔡雅奇刑法,2026-03-26 03:58:02,0,0,缘起性空,浙江,否,https://i2.hdslb.com/bfs/face/ea3865af2deb5419ea2c84d8128c8180daec47b3.jpg,0.06419629603624344,0.9358037114143372,人类撰写
1400,0,296744719456,18759814,雪如约,6,男,我在广东这边，亲戚开的厂这边一天不算吃饭11个小时，一个月3000，2班倒，一个月休两天，干了8个月现在满脸爆痘[大哭]我要辞职，他们还说我不能吃苦，说我是fw，说不能吃苦在哪里都没有成就,2026-03-26 11:06:45,14,7,"你喜欢猫吗
我喜欢







嗯----喵~",广东,否,https://i1.hdslb.com/bfs/baselabs/b14c1d2345450db57ecd5d5cd69ef6e8c371e2d1.png,0.017095256596803665,0.9829046726226807,人类撰写
1401,296744719456,294233568065,358811673,倾山雪_倾夏,5,保密,一个月才三千还pua，赶紧换地方吧，大多数厂都不止三千,2026-03-26 11:56:43,0,11,,河南,否,https://i0.hdslb.com/bfs/face/12ae12c14409d8addf15aad7c4d5496205dfbfa8.jpg,0.026520350947976112,0.9734795689582825,人类撰写
1402,296744719456,296750414592,27078625,一代逗逼传奇,5,保密,赶紧跑，他妈的，你这比端盘子赚的还少,2026-03-26 12:01:25,0,4,生产力决定生产关系，经济基础决定上层建筑,河北,否,https://i1.hdslb.com/bfs/face/54d8654292c88747e724284c35a8a2b8a0038244.jpg,0.06433962285518646,0.9356603622436523,人类撰写
1403,296744719456,296750443024,412849411,鬼道乐yue兮,6,保密,你换个地方，黑厂都得给你开五千。,2026-03-26 12:02:16,0,8,,上海,否,http://i0.hdslb.com/bfs/face/9ff08e2cbbe4bd2a4c8e39a62250d28d79c8ee3b.jpg,0.055039599537849426,0.944960355758667,人类撰写
1404,296744719456,296750822240,27994116,1ir0n,6,保密,被坑了，赶紧跑,2026-03-26 12:05:50,0,1,,广东,否,https://i0.hdslb.com/bfs/face/d74e906a6b597bee20c035160118adf8e6be061e.jpg,0.19482925534248352,0.8051707744598389,人类撰写
1405,296744719456,296750910384,11188309,梗长生,6,男,你怼他们，FW就是我，他不服啊？以后工作只去8小时的，或者11个小时摸鱼3小时，剩下8小时上班，好好休息，月休息必须4天以上，6天8天最好,2026-03-26 12:06:44,0,0,生命在于运动,福建,是,https://i1.hdslb.com/bfs/face/1cfbf0edcc92870eb56d0964f38bd9c5eeb7075e.jpg,0.016436539590358734,0.9835634231567383,人类撰写
1406,296744719456,296750918832,2954644,燃五,6,保密,别给亲戚干活，大概率坑,2026-03-26 12:07:00,0,1,,浙江,是,https://i1.hdslb.com/bfs/face/f29d0a41bedf178048d4c5ba7ada0395cbab8556.jpg,0.04391348361968994,0.9560864567756653,人类撰写
1407,296744719456,294234647089,20888753,草莓小软糖66,6,女,有前途吗？没有的话，换个吧，摇奶茶都四五千，送外卖都不止3000,2026-03-26 12:07:39,0,0,,江苏,否,https://i2.hdslb.com/bfs/face/ba86bf24da00a1cad68bc6edd42d26ee3bc81748.jpg,0.049545664340257645,0.9504542946815491,人类撰写
1408,296744719456,296751000256,3546828907744229,死寂静城,3,保密,三千11个小时，过年不去他大门上撒尿都算对得起他,2026-03-26 12:07:46,0,0,,福建,否,https://i2.hdslb.com/bfs/face/97bde7f19ea712d99b132625819af8107867fbbd.jpg,0.017947308719158173,0.982052743434906,人类撰写
1409,296744719456,296751005872,413797628,易剑心QA,6,保密,你就算找家奶茶店的工作 都没有工作这么久工资还不高,2026-03-26 12:07:56,0,0,就吃顿好的,广东,是,https://i2.hdslb.com/bfs/face/517bd6f77699439e470b22e802f3ecbeeac0a801.jpg,0.01714254729449749,0.9828574657440186,人类撰写
1410,296744719456,296751056688,413797628,易剑心QA,6,保密,亲戚的工作大概率是不好的,2026-03-26 12:08:08,0,0,就吃顿好的,广东,是,https://i2.hdslb.com/bfs/face/517bd6f77699439e470b22e802f3ecbeeac0a801.jpg,0.034102123230695724,0.9658979177474976,人类撰写
1411,296744719456,294234758033,122523269,誓若星河,6,男,真的假的 工作强度这么大才这么几个钱,2026-03-26 12:08:44,0,0,北海虽赊 扶摇可接 东隅已逝 桑榆非晚,天津,否,https://i2.hdslb.com/bfs/face/95f682ad77e62e996d6a7bea4ce681e2ca0163d3.jpg,0.08633345365524292,0.9136664867401123,人类撰写
1412,296744719456,296751142288,11188309,梗长生,6,男,以后大家都去抵制工作时间长的工作，大不了回家种田，等工作时间都恢复8小时9小时再去上班[蹲蹲],2026-03-26 12:08:54,0,0,生命在于运动,福建,是,https://i1.hdslb.com/bfs/face/1cfbf0edcc92870eb56d0964f38bd9c5eeb7075e.jpg,0.020188285037875175,0.9798117280006409,人类撰写
1413,296744719456,296751203648,351769610,聪明可爱怪我啦,6,保密,直接劳动仲裁啊，要求按照实际上班时间给加班费，这种公司估计连劳动合同都不会给你签吧，还有赔偿可以拿，这种工作时长给3000，给你当黑奴呢,2026-03-26 12:09:00,0,0,我深深地喜欢着这个 有你存在的 平安世界。,上海,否,https://i2.hdslb.com/bfs/face/8369bec73e2504f486b8f61cb36c992a12d53984.jpg,0.02880585752427578,0.9711941480636597,人类撰写
1414,296744719456,294234848385,3546810956122174,我是一个绿色小怪物,4,保密,觉得辛苦的话就辞职，不用听他们的，外面比这个高的工资还多着呢[拥抱][给心心][打call],2026-03-26 12:09:26,0,1,,江苏,是,https://i0.hdslb.com/bfs/face/member/noface.jpg,0.03768464922904968,0.9623153805732727,人类撰写
1415,0,294204070129,351148866,Que_miras,6,保密,[滑稽][doge][doge][喜极而泣][doge][喜极而泣],2026-03-26 05:46:39,46,70,獎勵一塊華為手表,北京,否,https://i0.hdslb.com/bfs/face/e4e940edddfa3de5923c062add3a3eecb80a0026.jpg,0.3742820620536804,0.6257178783416748,人类撰写
1416,294204070129,296717431904,518922211,太阳最红LEOnchop,5,男,积点德吧,2026-03-26 05:49:44,0,5,秋秋裙391225283,云南,否,https://i1.hdslb.com/bfs/face/6117395be219c1bcb2ad5d684a462f20108a05e0.jpg,0.08776233345270157,0.9122376441955566,人类撰写
1417,294204070129,296717608400,437877008,某个繁华1,6,男,没名气的时候都是靠坑蒙拐骗[笑哭]参考腾讯发家史，不是代理就是抄袭，人都是这样,2026-03-26 05:50:25,0,68,废物一个,河南,是,https://i2.hdslb.com/bfs/face/90301ffb8268628bf4f30677132c6360a23312ac.jpg,0.06105615571141243,0.9389438629150391,人类撰写
1418,294204070129,294204449697,185296750,二次函数的马甲,5,保密,都是来时的路，能理解，谁还不犯错,2026-03-26 05:52:34,0,79,,北京,否,http://i1.hdslb.com/bfs/face/245a3dbf499441a633555ba4c28b9f6f404903bd.jpg,0.027023103088140488,0.9729769229888916,人类撰写
1419,296717431904,294204793521,351148866,Que_miras,6,保密,回复 @太阳最红LEOnchop :嚯嚯嚯，还有给骗子批玛代笑的[笑哭],2026-03-26 05:58:10,0,19,獎勵一塊華為手表,北京,否,https://i0.hdslb.com/bfs/face/e4e940edddfa3de5923c062add3a3eecb80a0026.jpg,0.06403179466724396,0.935968279838562,人类撰写
1420,294204070129,296718437680,508420101,zkpzkp111,5,保密,绷不住了，之前郑州大学发视频评论区底下一堆阴阳的说他不是清华的吗哈哈哈哈,2026-03-26 06:02:10,0,13,,江苏,否,https://i0.hdslb.com/bfs/face/b748dd19045a4658386b0e02076310b8b57cde38.jpg,0.02034556120634079,0.9796544909477234,人类撰写
1421,294204070129,294205684753,631911371,文明用语别说藏话,5,男,其实我对张雪峰没什么好印象。因为哪有20年推荐人报土木的，疫情是19年12月爆发的，20年7月高考的，八个月了还看不清疫情的影响，还好我当时没听他的。,2026-03-26 06:09:55,0,13,片哥片姐别关注我了，我是gay,内蒙古,否,https://i2.hdslb.com/bfs/face/fe52b28c64256c9ddc8f1b3dccaf1a5a88854e44.jpg,0.01732754148542881,0.9826724529266357,人类撰写
1422,294204793521,294205889233,1550854567,学医大舞台有胆你就来,5,保密,回复 @Que_miras :陈胜还说自己在鱼肚子里面看到“大楚兴，陈胜王”。。。刘备还说自己是中山靖王之后（实际中山靖王100多个后代，有没有刘备谁也不知道）。。。山东曲阜一堆孔子xx代传人招摇撞骗，每年旅游赚的米比张雪峰要多很多吧（不是洗白张，他对普通家庭做的贡献比起他个人这些黑历史啥的要好很多了(°ー°〃),2026-03-26 06:13:04,0,24,,海南,否,https://i1.hdslb.com/bfs/face/a6396d677f543a173aa11f3d3cd2943a96121dda.jpg,0.013707471080124378,0.9862924814224243,人类撰写
1423,294204070129,294207354177,179993284,幻梦花园_,6,保密,出门在外，身份都是自己给的。学生时代不懂的，出社会了才懂了。,2026-03-26 06:35:12,0,48,遇事不要慌，先点一根烟压压惊！,广东,否,https://i1.hdslb.com/bfs/face/e013362cffc80f13cccefcbc2b0ca1b1ae1af9e8.jpg,0.024817291647195816,0.9751826524734497,人类撰写
1424,294205684753,296721060544,630347123,桥下牵牛花,5,保密,回复 @文明用语别说藏话 :我也是2020年7月参加高考的 我非常感激张学峰老师,2026-03-26 06:36:45,0,3,,江苏,否,https://i2.hdslb.com/bfs/face/8a4c1bcf1cc9e3729fe0c84abcf45d4d6ad6fe23.jpg,0.07051964104175568,0.9294803738594055,人类撰写
1425,294204070129,294208006929,153461759,垂星野,6,男,早年骗人是事实，坚决反对这种行为，且后期做大了还算有良心，并且供认不讳，也就罢了。而且他这种出生，早年不骗个身份估吃饭都困难，只能说可以理解吧,2026-03-26 06:43:06,0,14,重新开始,江苏,否,https://i2.hdslb.com/bfs/face/3cc76ecd60f527454f19615e65e454b4c7408059.jpg,0.01559537835419178,0.9844046235084534,人类撰写
1426,294204070129,296721741792,698541247,CorbinZERO,6,保密,这确实是黑点，没什么可洗的,2026-03-26 06:45:58,0,2,,安徽,否,https://i1.hdslb.com/bfs/face/69a2fa266c8a3747f0555f4e6fb2e24d944450ed.jpg,0.02850150316953659,0.9714985489845276,人类撰写
1427,294204070129,294209081697,86380552,蜚语灌头,6,男,人又不是非黑即白的,2026-03-26 06:59:02,0,3,,山东,否,https://i1.hdslb.com/bfs/face/9df4bc00e08971cc37ccd9313b40c32d173eb6fc.jpg,0.040971383452415466,0.9590286016464233,人类撰写
1428,294205684753,296723213664,36772925,爆饱,6,女,回复 @文明用语别说藏话 :佟悬叶的圣经是18年，土木的衰落早就开始了，都不用等疫情,2026-03-26 07:03:34,0,1,皇图霸业谈笑中,广东,否,https://i2.hdslb.com/bfs/face/c36b19ae00ac02dae32a1e34b3d616cc8c514b6d.jpg,0.03324632719159126,0.9667537212371826,人类撰写
1429,294204070129,294209500193,22653571,烈焰的海棠,6,保密,哪有那么多圣人,2026-03-26 07:05:37,0,2,,北京,是,http://i1.hdslb.com/bfs/face/3e7f23f7b8b421a2fa44dd5ba8844cc9ba847d42.jpg,0.05101363733410835,0.9489864110946655,人类撰写
1430,294204070129,294209689281,1755446653,三叶与米子哈,5,男,历史上很多牛人刚开始都是这样的,2026-03-26 07:06:48,0,6,落水映花瓣，梧桐等意人,福建,否,https://i1.hdslb.com/bfs/face/e0b1a64b8b60eeacbc9b32c3ab808d02aca9cbfc.jpg,0.04342726245522499,0.9565727114677429,人类撰写
1431,294204070129,294209951697,1181936497,回首已释然,5,男,就只能这样黑了，他对员工怎么样，怎么不说一说,2026-03-26 07:11:11,0,4,人生天地之间，若白驹之过隙，忽然而已,江苏,否,https://i1.hdslb.com/bfs/face/19ce5651d1f7c3d9509d6ac773a2500a8cbde4aa.jpg,0.02071291022002697,0.9792870283126831,人类撰写
1432,294209951697,294210252529,351148866,Que_miras,6,保密,回复 @回首已释然 :【张雪峰最讨厌员工问加班费和五险一金-哔哩哔哩】 https://b23.tv/Fh4iwMb这样？,2026-03-26 07:15:19,0,4,獎勵一塊華為手表,北京,否,https://i0.hdslb.com/bfs/face/e4e940edddfa3de5923c062add3a3eecb80a0026.jpg,0.4309689402580261,0.5690310597419739,人类撰写
1433,294209951697,294210358097,351148866,Que_miras,6,保密,回复 @回首已释然 :【我们公司开除过清华北大的，你不能给我挣钱我留你干啥-哔哩哔哩】 https://b23.tv/zs3iJEE这样？,2026-03-26 07:16:42,0,4,獎勵一塊華為手表,北京,否,https://i0.hdslb.com/bfs/face/e4e940edddfa3de5923c062add3a3eecb80a0026.jpg,0.034894879907369614,0.9651051163673401,人类撰写
1434,294210358097,294210492801,1181936497,回首已释然,5,男,回复 @Que_miras :所以公司有问题吗，自己都贯彻到死了，又不是说一套不做一套,2026-03-26 07:18:58,0,4,人生天地之间，若白驹之过隙，忽然而已,江苏,否,https://i1.hdslb.com/bfs/face/19ce5651d1f7c3d9509d6ac773a2500a8cbde4aa.jpg,0.021625133231282234,0.9783748984336853,人类撰写
1435,294210358097,296724423616,3706923704650218,唔係啊嘛,2,保密,回复 @Que_miras :[笑哭]问题是公司就是奔着挣钱来的啊你去哪个公司不都这样？没有价值公司肯定要你拜拜,2026-03-26 07:20:02,0,4,,广东,否,https://i0.hdslb.com/bfs/face/eccf69cfb98553ac5ba03369712767999acf23af.jpg,0.044205259531736374,0.9557947516441345,人类撰写
1436,294204070129,294210599921,414315654,Divine丶筝锋,5,男,出来混面子是自己给的[笑哭],2026-03-26 07:20:16,0,0,2019-4-10,山西,否,http://i0.hdslb.com/bfs/face/0fe079860dca914bafe8f9de45041f859fd9276b.jpg,0.028239762410521507,0.9717601537704468,人类撰写
1437,294204070129,294210820305,1348365171,管理当时使用,5,女,管理当时使用，其它不变,2026-03-26 07:23:10,0,1,早点缝补残世,广西,否,https://i0.hdslb.com/bfs/face/33a67128b771230acc2fad065eaa6f3df8d73c3f.jpg,0.028829557821154594,0.9711704254150391,人类撰写
1438,294205684753,296724674480,24882249,言葉酱酱,6,男,回复 @文明用语别说藏话 :土木还好吧,2026-03-26 07:23:11,0,0,对线对不过就拉黑的人不配与我说话?,广东,否,https://i0.hdslb.com/bfs/face/b687f5e5d26f8a83950fcfa8c7b046e5bf6bf7fb.jpg,0.1520932912826538,0.8479067087173462,人类撰写
1439,294210492801,294211430225,351148866,Que_miras,6,保密,回复 @回首已释然 :那确实[笑哭]，这我佩服,2026-03-26 07:33:28,0,2,獎勵一塊華為手表,北京,否,https://i0.hdslb.com/bfs/face/e4e940edddfa3de5923c062add3a3eecb80a0026.jpg,0.2658323347568512,0.7341676354408264,人类撰写
1440,294204070129,294211430545,1681538898,折坏的伞,6,保密,这没啥吧。早期干教培就是要包装个名校学历的。人人都这样干,2026-03-26 07:33:28,0,2,二律背反,浙江,是,https://i0.hdslb.com/bfs/face/a1ece1d6a6ddd6f2cc38c3297ebb0ae151ed945d.webp,0.016829395666718483,0.9831705689430237,人类撰写
1441,294204070129,296725433296,1259323130,模制师,5,保密,看你发了好几条评论了，话说张雪峰说自己是清华的戳中了你哪了？,2026-03-26 07:35:21,0,6,,四川,否,https://i2.hdslb.com/bfs/face/47e62612f4ae12d6cabb97ae9d50cd86e441326f.jpg,0.028248488903045654,0.9717515110969543,人类撰写
1442,294205889233,294211669841,351148866,Que_miras,6,保密,回复 @学医大舞台有胆你就来 :照你这么说，他贡献这么大，那他指导过的学生一定飞黄腾达了吧，但我怎么感觉喜欢他的大多是学历不高的底层加爱踩头的做题区呢[笑哭],2026-03-26 07:36:56,0,2,獎勵一塊華為手表,北京,否,https://i0.hdslb.com/bfs/face/e4e940edddfa3de5923c062add3a3eecb80a0026.jpg,0.014570646919310093,0.9854293465614319,人类撰写
1443,294204070129,294211796961,502570171,皋习习羊习习,6,保密,"张雪峰这几年没少赚钱，但也没少捐钱。
苏州大学、苏州科技大学、苏州工学院、苏州城市学院的大一贫困新生，每年200人，每人5000元，持续到2027年，共500万。
郑州大学大一贫困新生学费，每年100人，每人5000元，持续到2029年，共300万。
哈尔滨理工大学大一贫困新生学费，每年50人，每人5000元，持续至2027年。共100万。
黑龙江几所高校，也是每人每年5000元，共195万。
除此之外，还有些没有完全披露的捐赠项目，例如黑龙江省青少年发展基金会，哈尔滨工程大学、黑龙江大学、齐齐哈尔大学等，均有定向捐赠，金额没有公开。
公司员工的高中母校定向捐助，例如上蔡县第一高级中学，6万元等等。
累计捐赠总额：约1195万元，累计资助学生：约2190人/次。
另外，还有填报志愿期间了解到的贫困生，承诺资助四年大学费用。
所以说，寒门学子感激他，怀念他，太正常了，只不过他出名靠的是讲相声而已。",2026-03-26 07:38:58,0,6,,山东,否,https://i1.hdslb.com/bfs/face/ba2c557d5acd470d5ab12488da0afca756c2e182.jpg,0.09815996885299683,0.901840090751648,人类撰写
1444,296725433296,294212073841,351148866,Que_miras,6,保密,回复 @模制师 :首先我只是说个公开可查的事实，他粉丝就急得不行，你自己去我的动态看看，还来骂我没素质[滑稽]他早年冒充清华教授本来就是实锤，我就发一张图那么多人急,2026-03-26 07:43:51,0,0,獎勵一塊華為手表,北京,否,https://i0.hdslb.com/bfs/face/e4e940edddfa3de5923c062add3a3eecb80a0026.jpg,0.374467670917511,0.625532329082489,人类撰写
1445,294212073841,296726385952,1259323130,模制师,5,保密,回复 @Que_miras :但在这个视频下面重复发是为什么呢？,2026-03-26 07:48:31,0,2,,四川,否,https://i2.hdslb.com/bfs/face/47e62612f4ae12d6cabb97ae9d50cd86e441326f.jpg,0.03627555072307587,0.9637243747711182,人类撰写
1446,296726385952,294212656081,351148866,Que_miras,6,保密,回复 @模制师 :没重复啊，一个有@，一个没有,2026-03-26 07:50:23,0,2,獎勵一塊華為手表,北京,否,https://i0.hdslb.com/bfs/face/e4e940edddfa3de5923c062add3a3eecb80a0026.jpg,0.03175314888358116,0.9682468771934509,人类撰写
1447,294204070129,294213626817,613172397,suummer_,5,男,这有啥好黑的，许嵩早年还挂周杰伦的名头发歌呢,2026-03-26 08:05:26,0,1,这个人很懒，没有留下什么。,安徽,是,https://i0.hdslb.com/bfs/face/f22ed295ba3406b931457b20fbe18bc9e156b91e.jpg,0.021750276908278465,0.978249728679657,人类撰写
1448,294204070129,296727989472,85888648,印度上单王,6,保密,因为这样才能火吗，挣钱嘛,2026-03-26 08:09:44,0,0,,安徽,否,https://i1.hdslb.com/bfs/face/820f8f0caa8107bc7f5ed30b48004fb135b8b0fa.jpg,0.01900826208293438,0.9809916615486145,人类撰写
1449,294204070129,294214319361,1002075257,谢谢34,5,保密,冯律不用卷成这样，好歹人爹也是律师,2026-03-26 08:17:02,0,0,,山西,否,https://i0.hdslb.com/bfs/face/member/noface.jpg,0.02183462306857109,0.978165328502655,人类撰写
